"date","cases","deaths","vaccinated"
2021-12-27,10433,12,75.7855356547057
2021-12-28,12186,13,75.7855356547057
2021-12-29,12483,19,75.7855356547057
2021-12-30,12117,17,75.7855356547057
2021-12-31,6346,22,75.7855356547057
2022-01-01,3133,23,75.7855356547057
2022-01-02,6302,24,75.7855356547057
2022-01-03,14321,27,75.7855356547057
2022-01-04,13538,36,75.7855356547057
2022-01-05,10102,35,75.7855356547057
2022-01-06,10005,23,75.7855356547057
2022-01-07,5356,31,75.7855356547057
2022-01-08,5150,39,75.7855356547057
2022-01-09,4421,43,75.7855356547057
2022-01-10,9126,30,75.7855356547057
2022-01-11,7059,29,75.7855356547057
2022-01-12,7396,35,75.7855356547057
2022-01-13,6581,43,75.7855356547057
2022-01-14,5610,37,75.7855356547057
2022-01-15,2819,36,75.7855356547057
2022-01-16,2791,56,75.7855356547057
2022-01-17,4074,42,75.7855356547057
2022-01-18,5187,35,75.7855356547057
2022-01-19,4797,47,75.7855356547057
2022-01-20,3704,42,75.7855356547057
2022-01-21,3424,36,75.7855356547057
2022-01-22,2084,42,75.7855356547057
2022-01-23,1847,24,75.7855356547057
2022-01-24,3380,28,75.7855356547057
2022-01-25,2918,33,75.7855356547057
2022-01-26,2581,32,75.7855356547057
2022-01-27,2159,21,75.7855356547057
2022-01-28,1840,24,75.7855356547057
2022-01-29,166,14,75.7855356547057
2022-01-30,1089,24,75.7855356547057
2022-01-31,2050,25,75.7855356547057
2022-02-01,1539,31,75.7855356547057
2022-02-02,1258,28,75.7855356547057
2022-02-03,1174,28,82.5416983650696
2022-02-04,849,17,82.5416983650696
2022-02-05,671,19,82.5416983650696
2022-02-06,582,26,82.5416983650696
2022-02-07,1042,21,82.5416983650696
2022-02-08,1023,11,82.5416983650696
2022-02-09,811,11,82.5416983650696
2022-02-10,797,17,82.5416983650696
2022-02-11,589,16,82.5416983650696
2022-02-12,384,13,82.5416983650696
2022-02-13,292,9,82.5416983650696
2022-02-14,748,13,82.5416983650696
2022-02-15,650,9,82.5416983650696
2022-02-16,618,12,82.5416983650696
2022-02-17,627,10,82.5416983650696
2022-02-18,443,11,82.5416983650696
2022-02-19,260,6,82.5416983650696
2022-02-20,291,14,82.5416983650696
2022-02-21,475,8,82.5416983650696
2022-02-22,557,8,82.5416983650696
2022-02-23,384,7,82.5416983650696
2022-02-24,428,4,82.5416983650696
2022-02-25,184,4,82.5416983650696
2022-02-26,259,6,82.5416983650696
2022-02-27,199,6,82.5416983650696
2022-02-28,387,7,82.5416983650696
2022-03-01,333,3,82.5416983650696
2022-03-02,316,3,82.5416983650696
2022-03-03,273,8,82.5416983650696
2022-03-04,272,4,82.5416983650696
2022-03-05,187,3,82.5416983650696
2022-03-06,164,1,82.5416983650696
2022-03-07,370,3,82.5416983650696
2022-03-08,300,1,82.5416983650696
2022-03-09,302,2,82.5416983650696
2022-03-10,286,4,82.5416983650696
2022-03-11,272,5,82.5416983650696
2022-03-12,197,4,82.5416983650696
2022-03-13,182,2,82.5416983650696
2022-03-14,388,2,82.5416983650696
2022-03-15,370,1,82.5416983650696
2022-03-16,381,3,82.5416983650696
2022-03-17,291,2,82.5416983650696
2022-03-18,326,0,82.5416983650696
2022-03-19,245,2,82.5416983650696
2022-03-20,247,1,82.5416983650696
2022-03-21,472,3,82.5416983650696
2022-03-22,461,1,82.5416983650696
2022-03-23,442,2,82.5416983650696
2022-03-24,391,0,82.5416983650696
2022-03-25,340,0,82.5416983650696
2022-03-26,268,1,82.5416983650696
2022-03-27,308,4,82.5416983650696
2022-03-28,561,1,82.5416983650696
2022-03-29,484,2,82.5416983650696
2022-03-30,558,0,82.5416983650696
2022-03-31,516,0,82.5416983650696
2022-04-01,458,4,82.5416983650696
2022-04-02,384,2,82.5416983650696
2022-04-03,377,2,82.5416983650696
2022-04-04,753,0,82.5416983650696
2022-04-05,716,0,82.5416983650696
2022-04-06,776,2,82.5416983650696
2022-04-07,738,4,82.5416983650696
2022-04-08,773,2,82.5416983650696
2022-04-09,494,2,82.5416983650696
2022-04-10,549,1,82.5416983650696
2022-04-11,939,3,82.5416983650696
2022-04-12,974,3,82.5416983650696
2022-04-13,994,2,82.5416983650696
2022-04-14,944,2,82.5416983650696
2022-04-15,872,1,82.5416983650696
2022-04-16,666,1,82.5416983650696
2022-04-17,355,3,82.5416983650696
2022-04-18,1200,2,82.5416983650696
2022-04-19,1034,3,82.5416983650696
2022-04-20,1079,5,82.5416983650696
2022-04-21,984,2,82.5416983650696
2022-04-22,908,0,82.5416983650696
2022-04-23,662,0,82.5416983650696
2022-04-24,702,5,82.5416983650696
2022-04-25,1349,3,82.5416983650696
2022-04-26,1247,4,82.5416983650696
2022-04-27,1387,3,82.5416983650696
2022-04-28,1269,1,82.5416983650696
2022-04-29,1134,6,82.5416983650696
2022-04-30,901,3,82.5416983650696
2022-05-01,892,6,82.5416983650696
2022-05-02,1724,3,82.5416983650696
2022-05-03,1638,3,82.5416983650696
2022-05-04,1719,5,82.5416983650696
2022-05-05,1668,2,82.5416983650696
2022-05-06,1597,1,82.5416983650696
2022-05-07,1134,5,82.5416983650696
2022-05-08,1104,5,82.5416983650696
2022-05-09,2268,2,82.5416983650696
2022-05-10,2024,5,82.5416983650696
2022-05-11,2141,3,82.5416983650696
2022-05-12,2028,1,82.5416983650696
2022-05-13,1784,3,82.5416983650696
2022-05-14,1332,2,82.5416983650696
2022-05-15,1155,4,82.5416983650696
2022-05-16,2162,3,82.5416983650696
2022-05-17,1980,4,82.5416983650696
2022-05-18,1912,2,82.5416983650696
2022-05-19,1612,5,82.5416983650696
2022-05-20,1418,3,82.5416983650696
2022-05-21,945,8,82.5416983650696
2022-05-22,913,4,82.5416983650696
2022-05-23,1692,9,82.5416983650696
2022-05-24,1406,4,82.5416983650696
2022-05-25,1319,4,82.5416983650696
2022-05-26,1161,3,82.5416983650696
2022-05-27,1119,2,82.5416983650696
2022-05-28,736,4,82.5416983650696
2022-05-29,678,2,82.5416983650696
2022-05-30,373,3,82.5416983650696
2022-05-31,1531,4,82.5416983650696
2022-06-01,1159,5,82.5416983650696
2022-06-02,990,3,82.5416983650696
2022-06-03,813,2,82.5416983650696
2022-06-04,600,5,82.5416983650696
2022-06-05,505,1,82.5416983650696
2022-06-06,984,4,82.5416983650696
2022-06-07,893,2,82.5416983650696
2022-06-08,879,5,82.5416983650696
2022-06-09,744,4,82.5416983650696
2022-06-10,672,3,82.5416983650696
2022-06-11,429,4,82.5416983650696
2022-06-12,465,7,82.5416983650696
2022-06-13,816,2,82.5416983650696
2022-06-14,689,2,82.5416983650696
2022-06-15,740,3,82.5416983650696
2022-06-16,545,5,82.5416983650696
2022-06-17,600,5,82.5416983650696
2022-06-18,451,5,82.5416983650696
2022-06-19,418,2,82.5416983650696
2022-06-20,760,4,82.5416983650696
2022-06-21,792,4,82.5416983650696
2022-06-22,809,1,82.5416983650696
2022-06-23,742,1,82.5416983650696
2022-06-24,719,0,82.5416983650696
2022-06-25,544,4,82.5416983650696
2022-06-26,490,3,82.5416983650696
2022-06-27,890,4,82.5416983650696
2022-06-28,821,1,82.5416983650696
2022-06-29,855,7,82.5416983650696
2022-06-30,837,4,82.5416983650696
2022-07-01,637,4,82.5416983650696
2022-07-02,535,2,82.5416983650696
2022-07-03,510,4,82.5416983650696
2022-07-04,317,3,82.5416983650696
2022-07-05,1129,5,82.5416983650696
2022-07-06,1016,2,82.5416983650696
2022-07-07,812,3,82.5416983650696
2022-07-08,795,2,82.5416983650696
2022-07-09,594,4,82.5416983650696
2022-07-10,531,1,82.5416983650696
2022-07-11,917,1,82.5416983650696
2022-07-12,900,1,82.5416983650696
2022-07-13,929,3,82.5416983650696
2022-07-14,777,4,82.5416983650696
2022-07-15,704,4,82.5416983650696
2022-07-16,603,2,82.5416983650696
2022-07-17,599,2,82.5416983650696
2022-07-18,978,0,82.5416983650696
2022-07-19,983,0,82.5416983650696
2022-07-20,1045,1,82.5416983650696
2022-07-21,828,1,82.5416983650696
2022-07-22,832,5,82.5416983650696
2022-07-23,642,6,82.5416983650696
2022-07-24,519,3,82.5416983650696
2022-07-25,877,1,82.5416983650696
2022-07-26,945,5,82.5416983650696
2022-07-27,899,4,82.5416983650696
2022-07-28,801,4,82.5416983650696
2022-07-29,771,4,82.5416983650696
2022-07-30,538,4,82.5416983650696
2022-07-31,504,4,82.5416983650696
2022-08-01,991,6,82.5416983650696
2022-08-02,939,3,82.5416983650696
2022-08-03,881,1,82.5416983650696
2022-08-04,812,4,82.5416983650696
2022-08-05,761,3,82.5416983650696
2022-08-06,608,8,82.5416983650696
2022-08-07,532,4,82.5416983650696
2022-08-08,950,2,82.5416983650696
2022-08-09,829,3,82.5416983650696
2022-08-10,878,3,82.5416983650696
2022-08-11,789,4,82.5416983650696
2022-08-12,637,1,82.5416983650696
2022-08-13,465,5,82.5416983650696
2022-08-14,453,1,82.5416983650696
2022-08-15,741,6,82.5416983650696
2022-08-16,759,2,82.5416983650696
2022-08-17,720,1,82.5416983650696
2022-08-18,651,5,82.5416983650696
2022-08-19,557,4,82.5416983650696
2022-08-20,443,5,82.5416983650696
2022-08-21,444,1,82.5416983650696
2022-08-22,751,3,82.5416983650696
2022-08-23,661,2,82.5416983650696
2022-08-24,700,3,82.5416983650696
2022-08-25,564,5,82.5416983650696
2022-08-26,484,6,82.5416983650696
2022-08-27,381,6,82.5416983650696
2022-08-28,371,4,82.5416983650696
2022-08-29,784,1,82.5416983650696
2022-08-30,643,5,82.5416983650696
2022-08-31,653,4,82.5416983650696
2022-09-01,566,5,82.5416983650696
2022-09-02,565,3,82.5416983650696
2022-09-03,405,5,82.5416983650696
2022-09-04,402,6,82.5416983650696
2022-09-05,330,4,82.5416983650696
2022-09-06,874,2,82.5416983650696
2022-09-07,755,6,82.5416983650696
2022-09-08,673,6,82.5416983650696
2022-09-09,584,0,82.5416983650696
2022-09-10,425,4,82.5416983650696
2022-09-11,484,5,82.5416983650696
2022-09-12,890,3,82.5416983650696
2022-09-13,823,0,82.5416983650696
2022-09-14,753,5,82.5416983650696
2022-09-15,732,2,82.5416983650696
2022-09-16,668,5,82.5416983650696
2022-09-17,496,4,82.5416983650696
2022-09-18,482,4,82.5416983650696
2022-09-19,956,5,82.5416983650696
2022-09-20,869,3,82.5416983650696
2022-09-21,838,2,82.5416983650696
2022-09-22,653,3,82.5416983650696
2022-09-23,583,2,82.5416983650696
2022-09-24,505,4,82.5416983650696
2022-09-25,457,8,82.5416983650696
2022-09-26,837,7,82.5416983650696
2022-09-27,783,2,82.5416983650696
2022-09-28,787,4,82.5416983650696
2022-09-29,693,3,82.5416983650696
2022-09-30,648,5,82.5416983650696
2022-10-01,427,2,82.5416983650696
2022-10-02,402,6,82.5416983650696
2022-10-03,811,1,82.5416983650696
2022-10-04,660,1,82.5416983650696
2022-10-05,706,4,82.5416983650696
2022-10-06,703,8,82.5416983650696
2022-10-07,629,3,82.5416983650696
2022-10-08,467,4,82.5416983650696
2022-10-09,432,7,82.5416983650696
2022-10-10,639,14,82.5416983650696
2022-10-11,662,4,82.5416983650696
2022-10-12,678,5,82.5416983650696
2022-10-13,624,4,82.5416983650696
2022-10-14,554,8,82.5416983650696
2022-10-15,422,3,82.5416983650696
2022-10-16,377,5,82.5416983650696
2022-10-17,617,3,82.5416983650696
2022-10-18,584,8,82.5416983650696
2022-10-19,552,5,82.5416983650696
2022-10-20,536,7,82.5416983650696
2022-10-21,465,4,82.5416983650696
2022-10-22,334,1,82.5416983650696
2022-10-23,373,5,82.5416983650696
2022-10-24,669,4,82.5416983650696
2022-10-25,667,6,82.5416983650696
2022-10-26,652,7,82.5416983650696
2022-10-27,573,7,82.5416983650696
2022-10-28,430,7,82.5416983650696
2022-10-29,285,6,82.5416983650696
2022-10-30,279,4,82.5416983650696
2022-10-31,539,6,82.5416983650696
2022-11-01,609,6,82.5416983650696
2022-11-02,565,4,82.5416983650696
2022-11-03,516,4,82.5416983650696
2022-11-04,479,4,82.5416983650696
2022-11-05,348,6,82.5416983650696
2022-11-06,327,3,82.5416983650696
2022-11-07,592,3,82.5416983650696
2022-11-08,458,4,82.5416983650696
2022-11-09,439,1,82.5416983650696
2022-11-10,406,2,82.5416983650696
2022-11-11,401,4,82.5416983650696
2022-11-12,302,3,82.5416983650696
2022-11-13,321,4,82.5416983650696
2022-11-14,579,4,82.5416983650696
2022-11-15,499,3,82.5416983650696
2022-11-16,429,2,82.5416983650696
2022-11-17,425,3,82.5416983650696
2022-11-18,403,1,82.5416983650696
2022-11-19,292,6,82.5416983650696
2022-11-20,304,6,82.5416983650696
2022-11-21,570,5,82.5416983650696
2022-11-22,566,4,82.5416983650696
2022-11-23,552,5,82.5416983650696
2022-11-24,175,4,82.5416983650696
2022-11-25,551,3,82.5416983650696
2022-11-26,465,7,82.5416983650696
2022-11-27,474,4,82.5416983650696
2022-11-28,940,7,82.5416983650696
2022-11-29,823,2,82.5416983650696
2022-11-30,729,2,82.5416983650696
2022-12-01,672,4,82.5416983650696
2022-12-02,631,1,82.5416983650696
2022-12-03,429,9,82.5416983650696
2022-12-04,427,4,82.5416983650696
2022-12-05,825,7,82.5416983650696
2022-12-06,760,5,82.5416983650696
2022-12-07,756,5,82.5416983650696
2022-12-08,713,7,82.5416983650696
2022-12-09,736,4,82.5416983650696
2022-12-10,448,3,82.5416983650696
2022-12-11,486,3,82.5416983650696
2022-12-12,862,6,82.5416983650696
2022-12-13,870,4,82.5416983650696
2022-12-14,803,5,82.5416983650696
2022-12-15,736,9,82.5416983650696
2022-12-16,714,4,82.5416983650696
2022-12-17,545,11,82.5416983650696
2022-12-18,597,7,82.5416983650696
2022-12-19,914,10,82.5416983650696
2022-12-20,1037,5,82.5416983650696
2022-12-21,822,11,82.5416983650696
2022-12-22,809,6,82.5416983650696
2022-12-23,753,5,82.5416983650696
2022-12-24,493,7,82.5416983650696
2022-12-25,321,3,82.5416983650696
2022-12-26,837,10,82.5416983650696
2022-12-27,1090,11,82.5416983650696
2022-12-28,1118,3,82.5416983650696
2022-12-29,941,14,82.5416983650696
2022-12-30,1011,11,82.5416983650696
2022-12-31,612,7,82.5416983650696
2023-01-01,405,9,82.5416983650696
2023-01-02,826,6,82.5416983650696
2023-01-03,983,4,82.5416983650696
2023-01-04,947,8,82.5416983650696
2023-01-05,856,9,82.5416983650696
2023-01-06,722,6,82.5416983650696
2023-01-07,483,4,82.5416983650696
2023-01-08,446,6,82.5416983650696
2023-01-09,785,8,82.5416983650696
2023-01-10,647,11,82.5416983650696
2023-01-11,679,4,82.5416983650696
2023-01-12,615,4,82.5416983650696
2023-01-13,573,8,82.5416983650696
2023-01-14,397,0,82.5416983650696
2023-01-15,337,8,82.5416983650696
2023-01-16,503,8,82.5416983650696
2023-01-17,560,7,82.5416983650696
2023-01-18,630,8,82.5416983650696
2023-01-19,493,9,82.5416983650696
2023-01-20,473,7,82.5416983650696
2023-01-21,313,7,82.5416983650696
2023-01-22,313,3,82.5416983650696
2023-01-23,540,7,82.5416983650696
2023-01-24,523,2,82.5416983650696
2023-01-25,482,8,82.5416983650696
2023-01-26,447,8,82.5416983650696
2023-01-27,430,6,82.5416983650696
2023-01-28,302,11,82.5416983650696
2023-01-29,290,9,82.5416983650696
2023-01-30,492,5,82.5416983650696
2023-01-31,424,3,82.5416983650696
2023-02-01,457,5,82.5416983650696
2023-02-02,379,3,82.5416983650696
2023-02-03,317,7,82.5416983650696
2023-02-04,206,7,82.5416983650696
2023-02-05,245,6,82.5416983650696
2023-02-06,466,4,82.5416983650696
2023-02-07,353,5,82.5416983650696
2023-02-08,356,3,82.5416983650696
2023-02-09,322,3,82.5416983650696
2023-02-10,301,1,82.5416983650696
2023-02-11,218,3,82.5416983650696
2023-02-12,199,3,82.5416983650696
2023-02-13,356,8,82.5416983650696
2023-02-14,301,4,82.5416983650696
2023-02-15,337,6,82.5416983650696
2023-02-16,267,5,82.5416983650696
2023-02-17,242,1,82.5416983650696
2023-02-18,165,3,82.5416983650696
2023-02-19,184,4,82.5416983650696
2023-02-20,266,3,82.5416983650696
2023-02-21,277,3,82.5416983650696
2023-02-22,274,5,82.5416983650696
2023-02-23,220,2,82.5416983650696
2023-02-24,212,3,82.5416983650696
2023-02-25,152,3,82.5416983650696
2023-02-26,149,3,82.5416983650696
2023-02-27,258,4,82.5416983650696
2023-02-28,128,5,82.5416983650696
2023-03-01,256,2,82.5416983650696
2023-03-02,162,3,82.5416983650696
2023-03-03,158,3,82.5416983650696
2023-03-04,129,2,82.5416983650696
2023-03-05,125,2,82.5416983650696
2023-03-06,157,1,82.5416983650696
2023-03-07,163,1,82.5416983650696
2023-03-08,196,2,82.5416983650696
2023-03-09,136,2,82.5416983650696
2023-03-10,153,7,82.5416983650696
2023-03-11,74,2,82.5416983650696
2023-03-12,75,4,82.5416983650696
2023-03-13,172,2,82.5416983650696
2023-03-14,125,3,82.5416983650696
2023-03-15,164,3,82.5416983650696
2023-03-16,145,3,82.5416983650696
2023-03-17,118,2,82.5416983650696
2023-03-18,84,2,82.5416983650696
2023-03-19,85,1,82.5416983650696
2023-03-20,156,3,82.5416983650696
2023-03-21,109,1,82.5416983650696
2023-03-22,131,4,82.5416983650696
2023-03-23,126,3,82.5416983650696
2023-03-24,111,1,82.5416983650696
2023-03-25,97,2,82.5416983650696
2023-03-26,72,4,82.5416983650696
2023-03-27,140,3,82.5416983650696
2023-03-28,119,1,82.5416983650696
2023-03-29,102,0,82.5416983650696
2023-03-30,97,1,82.5416983650696
2023-03-31,81,1,82.5416983650696
2023-04-01,62,1,82.5416983650696
2023-04-02,70,2,82.5416983650696
2023-04-03,145,3,82.5416983650696
2023-04-04,120,1,82.5416983650696
2023-04-05,98,3,82.5416983650696
2023-04-06,92,0,82.5416983650696
2023-04-07,100,0,82.5416983650696
2023-04-08,59,1,82.5416983650696
2023-04-09,32,1,82.5416983650696
2023-04-10,100,1,82.5416983650696
2023-04-11,80,0,82.5416983650696
2023-04-12,79,1,82.5416983650696
2023-04-13,87,1,82.5416983650696
2023-04-14,72,0,82.5416983650696
2023-04-15,47,0,82.5416983650696
2023-04-16,54,0,82.5416983650696
2023-04-17,90,0,82.5416983650696
2023-04-18,71,0,82.5416983650696
2023-04-19,54,3,82.5416983650696
2023-04-20,64,1,82.5416983650696
2023-04-21,53,4,82.5416983650696
2023-04-22,49,2,82.5416983650696
2023-04-23,37,2,82.5416983650696
2023-04-24,87,4,82.5416983650696
2023-04-25,85,0,82.5416983650696
2023-04-26,70,1,82.5416983650696
2023-04-27,72,0,82.5416983650696
2023-04-28,58,0,82.5416983650696
2023-04-29,42,0,82.5416983650696
2023-04-30,38,0,82.5416983650696
2023-05-01,90,0,82.5416983650696
2023-05-02,73,0,82.5416983650696
2023-05-03,64,0,82.5416983650696
2023-05-04,53,0,82.5416983650696
2023-05-05,61,1,82.5416983650696
2023-05-06,47,0,82.5416983650696
2023-05-07,43,1,82.5416983650696
2023-05-08,86,1,82.5416983650696
2023-05-09,63,1,82.5416983650696
2023-05-10,77,0,82.5416983650696
2023-05-11,61,0,82.5416983650696
2023-05-12,60,0,82.5416983650696
2023-05-13,45,1,82.5416983650696
2023-05-14,25,1,82.5416983650696
2023-05-15,65,0,82.5416983650696
2023-05-16,52,0,82.5416983650696
2023-05-17,49,0,82.5416983650696
2023-05-18,53,0,82.5416983650696
2023-05-19,51,1,82.5416983650696
2023-05-20,29,0,82.5416983650696
2023-05-21,46,1,82.5416983650696
2023-05-22,75,0,82.5416983650696
2023-05-23,61,2,82.5416983650696
2023-05-24,59,0,82.5416983650696
2023-05-25,62,0,82.5416983650696
2023-05-26,50,2,82.5416983650696
2023-05-27,32,0,82.5416983650696
2023-05-28,39,0,82.5416983650696
2023-05-29,36,0,82.5416983650696
2023-05-30,52,0,82.5416983650696
2023-05-31,9,0,82.5416983650696
