Date,Confirmed Cases,Probable Cases,Total Cases,Total Deaths,Total Tests,Date Updated
02/21/2020,0,0,0,0,8,06/01/2023
02/22/2020,0,0,0,0,1,06/01/2023
02/25/2020,0,0,0,0,1,06/01/2023
02/26/2020,0,0,0,0,3,06/01/2023
02/28/2020,0,0,0,0,3,06/01/2023
02/29/2020,0,0,0,0,1,06/01/2023
03/01/2020,0,0,0,0,18,06/01/2023
03/02/2020,0,1,1,0,4,06/01/2023
03/03/2020,0,0,0,0,12,06/01/2023
03/04/2020,0,0,0,0,12,06/01/2023
03/05/2020,0,2,2,0,15,06/01/2023
03/06/2020,1,1,2,0,13,06/01/2023
03/07/2020,0,4,4,0,23,06/01/2023
03/08/2020,1,6,7,0,35,06/01/2023
03/09/2020,3,5,8,0,46,06/01/2023
03/10/2020,6,3,9,0,27,06/01/2023
03/11/2020,10,4,14,0,62,06/01/2023
03/12/2020,43,6,49,0,98,06/01/2023
03/13/2020,25,3,28,0,143,06/01/2023
03/14/2020,26,3,29,0,124,06/01/2023
03/15/2020,24,4,28,0,136,06/01/2023
03/16/2020,123,3,126,0,571,06/01/2023
03/17/2020,146,3,149,1,991,06/01/2023
03/18/2020,211,12,223,2,1346,06/01/2023
03/19/2020,256,5,261,1,1525,06/01/2023
03/20/2020,260,7,267,2,1684,06/01/2023
03/21/2020,189,4,193,5,974,06/01/2023
03/22/2020,148,7,155,5,694,06/01/2023
03/23/2020,417,12,429,4,1803,06/01/2023
03/24/2020,465,7,472,6,2047,06/01/2023
03/25/2020,474,5,479,9,1957,06/01/2023
03/26/2020,650,13,663,5,2265,06/01/2023
03/27/2020,641,9,650,6,2222,06/01/2023
03/28/2020,453,6,459,15,1333,06/01/2023
03/29/2020,336,8,344,15,832,06/01/2023
03/30/2020,840,20,860,25,2138,06/01/2023
03/31/2020,874,11,885,24,2237,06/01/2023
04/01/2020,909,23,932,24,2491,06/01/2023
04/02/2020,878,20,898,38,2406,06/01/2023
04/03/2020,821,17,838,31,2444,06/01/2023
04/04/2020,656,17,673,54,1712,06/01/2023
04/05/2020,437,12,449,53,1158,06/01/2023
04/06/2020,1030,42,1072,60,2803,06/01/2023
04/07/2020,1111,34,1145,85,2878,06/01/2023
04/08/2020,1127,21,1148,78,3015,06/01/2023
04/09/2020,961,26,987,92,2578,06/01/2023
04/10/2020,1069,22,1091,65,2807,06/01/2023
04/11/2020,626,8,634,89,1809,06/01/2023
04/12/2020,347,19,366,86,1055,06/01/2023
04/13/2020,644,24,668,95,1606,06/01/2023
04/14/2020,1185,49,1234,96,3674,06/01/2023
04/15/2020,1041,46,1087,99,3129,06/01/2023
04/16/2020,943,32,975,104,3190,06/01/2023
04/17/2020,969,35,1004,96,3718,06/01/2023
04/18/2020,490,33,523,106,2238,06/01/2023
04/19/2020,345,19,364,93,1612,06/01/2023
04/20/2020,1002,23,1025,103,3531,06/01/2023
04/21/2020,797,52,849,116,3054,06/01/2023
04/22/2020,883,34,917,89,4033,06/01/2023
04/23/2020,824,50,874,96,4079,06/01/2023
04/24/2020,746,32,778,100,4340,06/01/2023
04/25/2020,487,19,506,90,2495,06/01/2023
04/26/2020,325,12,337,84,1892,06/01/2023
04/27/2020,814,45,859,83,4422,06/01/2023
04/28/2020,694,27,721,87,3866,06/01/2023
04/29/2020,796,35,831,73,4725,06/01/2023
04/30/2020,619,39,658,82,3578,06/01/2023
05/01/2020,700,24,724,80,4051,06/01/2023
05/02/2020,430,24,454,85,3204,06/01/2023
05/03/2020,338,25,363,80,2351,06/01/2023
05/04/2020,638,24,662,77,4383,06/01/2023
05/05/2020,667,39,706,64,4850,06/01/2023
05/06/2020,501,30,531,65,4297,06/01/2023
05/07/2020,554,38,592,72,4549,06/01/2023
05/08/2020,554,34,588,53,6099,06/01/2023
05/09/2020,219,12,231,55,2913,06/01/2023
05/10/2020,198,5,203,63,2289,06/01/2023
05/11/2020,607,29,636,56,6171,06/01/2023
05/12/2020,581,35,616,60,8216,06/01/2023
05/13/2020,692,40,732,53,7658,06/01/2023
05/14/2020,490,39,529,51,7746,06/01/2023
05/15/2020,441,26,467,52,7596,06/01/2023
05/16/2020,191,18,209,49,3727,06/01/2023
05/17/2020,146,9,155,50,2693,06/01/2023
05/18/2020,468,17,485,44,6883,06/01/2023
05/19/2020,613,22,635,46,6964,06/01/2023
05/20/2020,495,35,530,41,7130,06/01/2023
05/21/2020,369,29,398,40,7360,06/01/2023
05/22/2020,301,24,325,31,7254,06/01/2023
05/23/2020,135,12,147,31,3421,06/01/2023
05/24/2020,106,3,109,43,2579,06/01/2023
05/25/2020,84,4,88,22,2269,06/01/2023
05/26/2020,359,40,399,31,9017,06/01/2023
05/27/2020,396,32,428,29,8596,06/01/2023
05/28/2020,251,22,273,31,8352,06/01/2023
05/29/2020,201,14,215,29,7460,06/01/2023
05/30/2020,114,11,125,26,3747,06/01/2023
05/31/2020,75,13,88,20,2504,06/01/2023
06/01/2020,286,18,304,20,8245,06/01/2023
06/02/2020,274,15,289,14,7570,06/01/2023
06/03/2020,192,12,204,16,7614,06/01/2023
06/04/2020,203,14,217,18,8320,06/01/2023
06/05/2020,145,15,160,16,8077,06/01/2023
06/06/2020,75,2,77,17,3611,06/01/2023
06/07/2020,40,4,44,16,2437,06/01/2023
06/08/2020,241,11,252,12,8818,06/01/2023
06/09/2020,193,13,206,16,8441,06/01/2023
06/10/2020,280,19,299,13,9447,06/01/2023
06/11/2020,125,12,137,10,7311,06/01/2023
06/12/2020,80,5,85,11,6548,06/01/2023
06/13/2020,50,3,53,9,3025,06/01/2023
06/14/2020,36,4,40,5,2410,06/01/2023
06/15/2020,117,7,124,10,8987,06/01/2023
06/16/2020,92,15,107,10,9899,06/01/2023
06/17/2020,116,8,124,5,10226,06/01/2023
06/18/2020,91,10,101,7,8896,06/01/2023
06/19/2020,77,11,88,6,6648,06/01/2023
06/20/2020,65,6,71,3,4349,06/01/2023
06/21/2020,35,5,40,9,3179,06/01/2023
06/22/2020,96,26,122,10,12077,06/01/2023
06/23/2020,107,15,122,6,12047,06/01/2023
06/24/2020,101,8,109,5,13580,06/01/2023
06/25/2020,98,11,109,4,13917,06/01/2023
06/26/2020,82,8,90,4,11458,06/01/2023
06/27/2020,43,2,45,6,5441,06/01/2023
06/28/2020,36,3,39,5,3864,06/01/2023
06/29/2020,107,18,125,2,13301,06/01/2023
06/30/2020,143,13,156,3,15045,06/01/2023
07/01/2020,136,12,148,6,13917,06/01/2023
07/02/2020,120,7,127,3,14155,06/01/2023
07/03/2020,53,2,55,4,5842,06/01/2023
07/04/2020,27,0,27,2,2165,06/01/2023
07/05/2020,42,6,48,1,4369,06/01/2023
07/06/2020,108,8,116,6,15245,06/01/2023
07/07/2020,122,2,124,3,14579,06/01/2023
07/08/2020,100,9,109,2,15125,06/01/2023
07/09/2020,94,7,101,5,12732,06/01/2023
07/10/2020,78,8,86,2,12311,06/01/2023
07/11/2020,44,10,54,6,5153,06/01/2023
07/12/2020,35,2,37,5,4275,06/01/2023
07/13/2020,103,8,111,4,14466,06/01/2023
07/14/2020,105,4,109,2,15899,06/01/2023
07/15/2020,102,8,110,2,14469,06/01/2023
07/16/2020,99,7,106,2,13311,06/01/2023
07/17/2020,59,9,68,0,12997,06/01/2023
07/18/2020,49,0,49,1,4024,06/01/2023
07/19/2020,31,4,35,3,6118,06/01/2023
07/20/2020,90,16,106,2,13100,06/01/2023
07/21/2020,109,9,118,1,13825,06/01/2023
07/22/2020,83,7,90,2,14357,06/01/2023
07/23/2020,146,9,155,4,15554,06/01/2023
07/24/2020,116,2,118,0,12273,06/01/2023
07/25/2020,51,6,57,2,5432,06/01/2023
07/26/2020,28,6,34,2,7282,06/01/2023
07/27/2020,116,6,122,0,13523,06/01/2023
07/28/2020,79,8,87,1,14442,06/01/2023
07/29/2020,91,7,98,0,15291,06/01/2023
07/30/2020,93,7,100,5,14577,06/01/2023
07/31/2020,67,8,75,0,11715,06/01/2023
08/01/2020,37,6,43,2,5463,06/01/2023
08/02/2020,30,4,34,1,7378,06/01/2023
08/03/2020,97,8,105,1,12932,06/01/2023
08/04/2020,80,6,86,1,12499,06/01/2023
08/05/2020,90,4,94,1,13403,06/01/2023
08/06/2020,105,11,116,1,15198,06/01/2023
08/07/2020,68,16,84,2,11780,06/01/2023
08/08/2020,36,5,41,2,5464,06/01/2023
08/09/2020,28,5,33,2,6512,06/01/2023
08/10/2020,83,12,95,3,16395,06/01/2023
08/11/2020,102,10,112,1,15518,06/01/2023
08/12/2020,93,11,104,1,16612,06/01/2023
08/13/2020,115,4,119,0,16047,06/01/2023
08/14/2020,130,17,147,1,14800,06/01/2023
08/15/2020,44,10,54,0,7511,06/01/2023
08/16/2020,45,12,57,0,9224,06/01/2023
08/17/2020,161,14,175,0,19550,06/01/2023
08/18/2020,151,12,163,0,17045,06/01/2023
08/19/2020,137,12,149,3,17857,06/01/2023
08/20/2020,124,12,136,0,17915,06/01/2023
08/21/2020,96,11,107,1,14585,06/01/2023
08/22/2020,78,12,90,0,6793,06/01/2023
08/23/2020,48,1,49,1,5852,06/01/2023
08/24/2020,175,11,186,1,20056,06/01/2023
08/25/2020,160,10,170,1,20887,06/01/2023
08/26/2020,138,13,151,0,20626,06/01/2023
08/27/2020,123,11,134,0,19332,06/01/2023
08/28/2020,168,4,172,1,18163,06/01/2023
08/29/2020,83,3,86,2,8202,06/01/2023
08/30/2020,48,2,50,1,8414,06/01/2023
08/31/2020,161,14,175,2,20518,06/01/2023
09/01/2020,154,10,164,0,20555,06/01/2023
09/02/2020,168,14,182,1,20073,06/01/2023
09/03/2020,157,10,167,2,22054,06/01/2023
09/04/2020,103,9,112,2,16150,06/01/2023
09/05/2020,90,8,98,0,7039,06/01/2023
09/06/2020,67,9,76,0,5568,06/01/2023
09/07/2020,73,8,81,1,9303,06/01/2023
09/08/2020,224,14,238,0,27911,06/01/2023
09/09/2020,203,17,220,2,27455,06/01/2023
09/10/2020,156,10,166,1,21686,06/01/2023
09/11/2020,178,4,182,2,17436,06/01/2023
09/12/2020,120,7,127,2,8015,06/01/2023
09/13/2020,72,7,79,1,7385,06/01/2023
09/14/2020,233,16,249,2,23702,06/01/2023
09/15/2020,154,8,162,1,25029,06/01/2023
09/16/2020,164,22,186,2,23210,06/01/2023
09/17/2020,185,10,195,2,21930,06/01/2023
09/18/2020,166,35,201,1,19391,06/01/2023
09/19/2020,117,16,133,3,8188,06/01/2023
09/20/2020,71,15,86,2,8102,06/01/2023
09/21/2020,193,29,222,1,25609,06/01/2023
09/22/2020,212,40,252,1,29088,06/01/2023
09/23/2020,206,26,232,1,25098,06/01/2023
09/24/2020,197,25,222,1,24199,06/01/2023
09/25/2020,239,21,260,2,19388,06/01/2023
09/26/2020,164,15,179,0,7959,06/01/2023
09/27/2020,99,19,118,4,5762,06/01/2023
09/28/2020,321,28,349,2,29236,06/01/2023
09/29/2020,355,34,389,3,30882,06/01/2023
09/30/2020,317,20,337,2,26849,06/01/2023
10/01/2020,279,12,291,2,27136,06/01/2023
10/02/2020,353,6,359,3,23509,06/01/2023
10/03/2020,163,8,171,0,9880,06/01/2023
10/04/2020,125,5,130,4,7879,06/01/2023
10/05/2020,358,32,390,3,35770,06/01/2023
10/06/2020,390,47,437,2,40688,06/01/2023
10/07/2020,522,23,545,1,32698,06/01/2023
10/08/2020,402,43,445,2,29342,06/01/2023
10/09/2020,390,26,416,2,25361,06/01/2023
10/10/2020,201,20,221,3,10467,06/01/2023
10/11/2020,148,31,179,1,8394,06/01/2023
10/12/2020,415,19,434,3,28238,06/01/2023
10/13/2020,484,41,525,3,29438,06/01/2023
10/14/2020,462,48,510,5,29532,06/01/2023
10/15/2020,486,48,534,8,27953,06/01/2023
10/16/2020,465,36,501,8,25133,06/01/2023
10/17/2020,321,46,367,4,10735,06/01/2023
10/18/2020,260,234,494,4,10857,06/01/2023
10/19/2020,692,28,720,5,37772,06/01/2023
10/20/2020,662,23,685,2,39044,06/01/2023
10/21/2020,717,23,740,8,32118,06/01/2023
10/22/2020,687,22,709,7,33461,06/01/2023
10/23/2020,709,72,781,5,26451,06/01/2023
10/24/2020,452,32,484,1,11547,06/01/2023
10/25/2020,382,39,421,10,10507,06/01/2023
10/26/2020,928,80,1008,12,39920,06/01/2023
10/27/2020,957,86,1043,6,45877,06/01/2023
10/28/2020,1012,55,1067,7,39372,06/01/2023
10/29/2020,916,67,983,10,33851,06/01/2023
10/30/2020,873,62,935,5,26625,06/01/2023
10/31/2020,550,38,588,13,12030,06/01/2023
11/01/2020,487,48,535,4,11420,06/01/2023
11/02/2020,1366,49,1415,10,42935,06/01/2023
11/03/2020,1138,51,1189,11,41030,06/01/2023
11/04/2020,1657,59,1716,7,40364,06/01/2023
11/05/2020,1769,65,1834,12,40898,06/01/2023
11/06/2020,1788,118,1906,11,37509,06/01/2023
11/07/2020,1112,75,1187,13,16545,06/01/2023
11/08/2020,915,87,1002,9,14257,06/01/2023
11/09/2020,2254,168,2422,11,48642,06/01/2023
11/10/2020,2174,166,2340,8,49674,06/01/2023
11/11/2020,2090,131,2221,12,44199,06/01/2023
11/12/2020,2034,112,2146,9,43162,06/01/2023
11/13/2020,2101,153,2254,15,40776,06/01/2023
11/14/2020,1355,79,1434,16,19611,06/01/2023
11/15/2020,911,47,958,19,17381,06/01/2023
11/16/2020,2328,163,2491,18,52514,06/01/2023
11/17/2020,2203,137,2340,19,49074,06/01/2023
11/18/2020,2118,108,2226,19,50536,06/01/2023
11/19/2020,1988,107,2095,15,45235,06/01/2023
11/20/2020,1917,98,2015,28,44163,06/01/2023
11/21/2020,1313,62,1375,12,22156,06/01/2023
11/22/2020,1064,55,1119,22,20418,06/01/2023
11/23/2020,2273,122,2395,23,56009,06/01/2023
11/24/2020,2224,89,2313,28,55088,06/01/2023
11/25/2020,2136,103,2239,24,42501,06/01/2023
11/26/2020,293,40,333,29,4652,06/01/2023
11/27/2020,2034,120,2154,25,32395,06/01/2023
11/28/2020,1551,63,1614,15,18452,06/01/2023
11/29/2020,1101,52,1153,30,15070,06/01/2023
11/30/2020,2549,144,2693,29,42841,06/01/2023
12/01/2020,3046,155,3201,29,46182,06/01/2023
12/02/2020,2945,141,3086,34,44650,06/01/2023
12/03/2020,2602,176,2778,31,41337,06/01/2023
12/04/2020,2436,125,2561,30,33954,06/01/2023
12/05/2020,1371,107,1478,38,17423,06/01/2023
12/06/2020,1193,95,1288,28,17205,06/01/2023
12/07/2020,2632,180,2812,30,43911,06/01/2023
12/08/2020,2411,194,2605,36,44118,06/01/2023
12/09/2020,2293,132,2425,38,45668,06/01/2023
12/10/2020,2219,151,2370,23,41458,06/01/2023
12/11/2020,2204,132,2336,35,36790,06/01/2023
12/12/2020,1454,77,1531,35,19414,06/01/2023
12/13/2020,1154,58,1212,37,16761,06/01/2023
12/14/2020,2604,172,2776,36,49626,06/01/2023
12/15/2020,2368,160,2528,36,45875,06/01/2023
12/16/2020,1982,153,2135,30,41518,06/01/2023
12/17/2020,388,59,447,36,11404,06/01/2023
12/18/2020,2190,139,2329,43,36726,06/01/2023
12/19/2020,1392,90,1482,39,19053,06/01/2023
12/20/2020,1048,70,1118,38,18797,06/01/2023
12/21/2020,2548,179,2727,36,52114,06/01/2023
12/22/2020,2278,148,2426,27,51494,06/01/2023
12/23/2020,2139,111,2250,28,44385,06/01/2023
12/24/2020,1577,57,1634,50,23516,06/01/2023
12/25/2020,256,20,276,33,3946,06/01/2023
12/26/2020,1726,100,1826,34,19579,06/01/2023
12/27/2020,1434,80,1514,52,18404,06/01/2023
12/28/2020,3148,150,3298,31,51158,06/01/2023
12/29/2020,2996,107,3103,43,49223,06/01/2023
12/30/2020,2831,89,2920,45,46353,06/01/2023
12/31/2020,2262,67,2329,49,31648,06/01/2023
01/01/2021,501,76,577,33,7145,06/01/2023
01/02/2021,2082,125,2207,45,24538,06/01/2023
01/03/2021,1600,112,1712,24,21075,06/01/2023
01/04/2021,3316,225,3541,41,56745,06/01/2023
01/05/2021,3303,119,3422,38,51326,06/01/2023
01/06/2021,2983,126,3109,30,49320,06/01/2023
01/07/2021,2656,217,2873,30,44669,06/01/2023
01/08/2021,2438,198,2636,37,36690,06/01/2023
01/09/2021,1704,93,1797,41,21988,06/01/2023
01/10/2021,1193,113,1306,32,18386,06/01/2023
01/11/2021,2707,196,2903,33,55680,06/01/2023
01/12/2021,2333,180,2513,34,51651,06/01/2023
01/13/2021,2192,163,2355,40,50133,06/01/2023
01/14/2021,2155,166,2321,35,42782,06/01/2023
01/15/2021,1939,132,2071,31,37552,06/01/2023
01/16/2021,1253,116,1369,37,21481,06/01/2023
01/17/2021,1127,120,1247,27,21170,06/01/2023
01/18/2021,1831,151,1982,46,46737,06/01/2023
01/19/2021,2003,204,2207,49,53731,06/01/2023
01/20/2021,1945,157,2102,38,49168,06/01/2023
01/21/2021,1889,117,2006,29,46022,06/01/2023
01/22/2021,1793,136,1929,35,38603,06/01/2023
01/23/2021,1174,87,1261,33,21483,06/01/2023
01/24/2021,931,93,1024,32,20759,06/01/2023
01/25/2021,1859,118,1977,23,58952,06/01/2023
01/26/2021,1591,140,1731,24,50009,06/01/2023
01/27/2021,1550,143,1693,24,45509,06/01/2023
01/28/2021,1526,91,1617,22,42736,06/01/2023
01/29/2021,1252,106,1358,28,34404,06/01/2023
01/30/2021,907,98,1005,24,20654,06/01/2023
01/31/2021,853,78,931,22,19704,06/01/2023
02/01/2021,333,26,359,27,16372,06/01/2023
02/02/2021,1187,139,1326,28,38899,06/01/2023
02/03/2021,1654,122,1776,33,55981,06/01/2023
02/04/2021,1320,139,1459,24,46788,06/01/2023
02/05/2021,1079,97,1176,21,35328,06/01/2023
02/06/2021,783,74,857,17,18120,06/01/2023
02/07/2021,379,58,437,18,11648,06/01/2023
02/08/2021,1218,143,1361,16,50684,06/01/2023
02/09/2021,827,111,938,28,43771,06/01/2023
02/10/2021,1059,94,1153,22,46529,06/01/2023
02/11/2021,907,102,1009,22,39868,06/01/2023
02/12/2021,835,65,900,21,30741,06/01/2023
02/13/2021,564,87,651,18,16053,06/01/2023
02/14/2021,409,66,475,15,14454,06/01/2023
02/15/2021,818,88,906,14,41684,06/01/2023
02/16/2021,792,81,873,11,44514,06/01/2023
02/17/2021,911,82,993,13,45815,06/01/2023
02/18/2021,563,84,647,7,28497,06/01/2023
02/19/2021,709,89,798,13,28428,06/01/2023
02/20/2021,537,68,605,12,16228,06/01/2023
02/21/2021,442,50,492,13,16173,06/01/2023
02/22/2021,938,122,1060,9,52052,06/01/2023
02/23/2021,927,129,1056,10,50646,06/01/2023
02/24/2021,757,127,884,18,45097,06/01/2023
02/25/2021,842,120,962,11,37469,06/01/2023
02/26/2021,537,104,641,10,27676,06/01/2023
02/27/2021,508,72,580,9,13722,06/01/2023
02/28/2021,409,73,482,8,13830,06/01/2023
03/01/2021,688,111,799,19,43090,06/01/2023
03/02/2021,735,120,855,3,43156,06/01/2023
03/03/2021,825,130,955,6,40139,06/01/2023
03/04/2021,760,109,869,11,34518,06/01/2023
03/05/2021,754,88,842,8,30289,06/01/2023
03/06/2021,448,91,539,8,14302,06/01/2023
03/07/2021,510,85,595,10,14653,06/01/2023
03/08/2021,939,122,1061,9,44354,06/01/2023
03/09/2021,832,134,966,7,35648,06/01/2023
03/10/2021,880,121,1001,8,39157,06/01/2023
03/11/2021,889,141,1030,9,35990,06/01/2023
03/12/2021,880,148,1028,7,30433,06/01/2023
03/13/2021,561,98,659,10,13850,06/01/2023
03/14/2021,478,105,583,5,13617,06/01/2023
03/15/2021,1004,165,1169,11,41933,06/01/2023
03/16/2021,979,143,1122,9,44227,06/01/2023
03/17/2021,1111,108,1219,7,40808,06/01/2023
03/18/2021,1055,183,1238,6,36861,06/01/2023
03/19/2021,1020,134,1154,7,32718,06/01/2023
03/20/2021,776,124,900,5,16487,06/01/2023
03/21/2021,643,78,721,6,14866,06/01/2023
03/22/2021,1328,203,1531,13,47449,06/01/2023
03/23/2021,1205,206,1411,5,52092,06/01/2023
03/24/2021,1365,133,1498,5,44643,06/01/2023
